Tiempo,x_ee,y_ee
0,0.05,0.05
0.01,0.0498444766930663,0.0500382435147495
0.02,0.0497064202101055,0.050068647909008
0.03,0.0495922407677054,0.0500909658933971
0.04,0.0495083485824543,0.0501049501785386
0.05,0.0494611538709399,0.050110353475054
0.06,0.0494570668497503,0.0501069284935652
0.07,0.0495024977354735,0.0500944279446937
0.08,0.0496038567446976,0.0500726045390612
0.09,0.0497675540940104,0.0500412109872894
0.1,0.05,0.05
0.11,0.0503076046792544,0.0499487242878147
0.12,0.0506967783483615,0.049887136561355
0.13,0.0511739312239094,0.0498149895312428
0.14,0.0517454735224861,0.0497320359080997
0.15,0.0524178154606795,0.0496380284025473
0.16,0.0531973672550777,0.0495327197252073
0.17,0.0540905391222686,0.0494158625867015
0.18,0.0551037412788402,0.0492872096976514
0.19,0.0562433839413805,0.0491465137686788
0.2,0.0575158773264775,0.0489935275104054
0.21,0.0589248277762446,0.0488283974573113
0.22,0.060462626134896,0.0486528454393116
0.23,0.0621188593721714,0.0484689871101795
0.24,0.0638831144578105,0.0482789381236887
0.25,0.0657449783615529,0.0480848141336126
0.26,0.0676940380531383,0.0478887307937246
0.27,0.0697198805023064,0.0476928037577982
0.28,0.0718120926787968,0.0474991486796069
0.29,0.0739602615523491,0.0473098812129242
0.3,0.0761539740927031,0.0471271170115234
0.31,0.0783842673899776,0.0469525292931647
0.32,0.0806479790158085,0.0467860215315545
0.33,0.0829433966622108,0.0466270547643855
0.34,0.0852688080211998,0.0464750900293509
0.35,0.0876225007847904,0.0463295883641435
0.36,0.0900027626449978,0.0461900108064563
0.37,0.0924078812938371,0.0460558183939821
0.38,0.0948361444233234,0.045926472164414
0.39,0.0972858397254718,0.0458014331554449
0.4,0.0997552548922974,0.0456801624047677
0.41,0.102242688433232,0.0455621780235503
0.42,0.104746482127374,0.0454472264168598
0.43,0.107264988571237,0.0453351110632386
0.44,0.109796560361338,0.0452256354412287
0.45,0.112339550094191,0.0451186030293724
0.46,0.114892310366311,0.0450138173062118
0.47,0.117453193774212,0.0449110817502891
0.48,0.120020552914411,0.0448101998401465
0.49,0.122592740383421,0.0447109750543261
0.5,0.125168108777757,0.0446132108713701
0.51,0.127745104426793,0.0445167929897418
0.52,0.130322548591332,0.0444219359875886
0.53,0.132899356265036,0.044328936662979
0.54,0.135474442441567,0.0442380918139814
0.55,0.138046722114587,0.0441496982386643
0.56,0.140615110277757,0.0440640527350962
0.57,0.143178521924739,0.0439814521013457
0.58,0.145735872049196,0.0439021931354811
0.59,0.148286075644789,0.043826572635571
0.6,0.150828047705179,0.0437548873996838
0.61,0.153360711664926,0.0436875809140109
0.62,0.155883024722181,0.0436256834172349
0.63,0.15839395251599,0.0435703718361613
0.64,0.160892460685402,0.0435228230975955
0.65,0.163377514869463,0.0434842141283432
0.66,0.165848080707222,0.0434557218552097
0.67,0.168303123837726,0.0434385232050006
0.68,0.170741609900023,0.0434337951045214
0.69,0.17316250453316,0.0434427144805774
0.7,0.175564773376185,0.0434664582599743
0.71,0.177947391127192,0.0435063327633842
0.72,0.180309368720466,0.0435641618869465
0.73,0.182649726149336,0.0436418989206672
0.74,0.184967483407134,0.0437414971545524
0.75,0.187261660487189,0.0438649098786082
0.76,0.189531277382833,0.0440140903828407
0.77,0.191775354087395,0.0441909919572558
0.78,0.193992910594207,0.0443975678918597
0.79,0.1961829668966,0.0446357714766585
0.8,0.198344542987903,0.0449075560016581
0.81,0.200476703712756,0.0452148287796301
0.82,0.202578693321038,0.0455593132144071
0.83,0.204649800913933,0.045942686732587
0.84,0.206689315592628,0.0463666267607679
0.85,0.208696526458309,0.0468328107255479
0.86,0.210670722612164,0.0473429160535249
0.87,0.212611193155378,0.0478986201712969
0.88,0.214517227189137,0.0485016005054619
0.89,0.216388113814627,0.049153534482618
0.9,0.218223142133036,0.0498560995293631
0.91,0.220021711556138,0.0506106326823203
0.92,0.221783662738065,0.0514171094182123
0.93,0.223508946643538,0.0522751648237871
0.94,0.225197514237277,0.0531844339857923
0.95,0.226849316484004,0.0541445519909757
0.96,0.228464304348438,0.0551551539260853
0.97,0.2300424287953,0.0562158748778688
0.98,0.231583640789312,0.057326349933074
0.99,0.233087891295193,0.0584862141784486
1,0.234555131277665,0.0596951027007406
1.01,0.235985346727055,0.0609523866950414
1.02,0.237378663736113,0.0622563817898175
1.03,0.2387352434232,0.0636051397218787
1.04,0.240055246906673,0.0649967122280353
1.05,0.241338835304889,0.0664291510450973
1.06,0.242586169736208,0.0679005079098748
1.07,0.243797411318988,0.0694088345591779
1.08,0.244972721171587,0.0709521827298165
1.09,0.246112260412363,0.0725286041586009
1.1,0.247216190159674,0.074136150582341
1.11,0.248284614219919,0.0757729084964508
1.12,0.249317407151651,0.0774371034307595
1.13,0.250314386201464,0.0791269956737005
1.14,0.251275368615954,0.0808408455137069
1.15,0.252200171641713,0.0825769132392117
1.16,0.253088612525335,0.0843334591386483
1.17,0.253940508513416,0.0861087435004498
1.18,0.254755676852548,0.0879010266130493
1.19,0.255533934789326,0.0897085687648801
1.2,0.256275099570344,0.0915296302443753
1.21,0.256979088458175,0.093362559529126
1.22,0.257646218779308,0.0952060578533548
1.23,0.258276907876213,0.0970589146404425
1.24,0.258871573091359,0.0989199193137694
1.25,0.259430631767213,0.100787861296716
1.26,0.259954501246246,0.102661530012664
1.27,0.260443598870925,0.104539714884992
1.28,0.26089834198372,0.106421205337082
1.29,0.2613191479271,0.108304790792314
1.3,0.261706434043533,0.110189260674069
1.31,0.262060676864284,0.112073454973251
1.32,0.2623825896758,0.113956415950854
1.33,0.262672944953322,0.115837236435399
1.34,0.262932515172092,0.117715009255405
1.35,0.263162072807353,0.119588827239389
1.36,0.263362390334346,0.121457783215872
1.37,0.263534240228315,0.123320970013372
1.38,0.263678394964499,0.125177480460408
1.39,0.263795627018143,0.1270264073855
1.4,0.263886708864487,0.128866843617165
1.41,0.263952199298122,0.130697901246365
1.42,0.263991802391026,0.132518769413824
1.43,0.264005008534529,0.13432865652271
1.44,0.263991308119957,0.136126770976189
1.45,0.263950191538637,0.137912321177427
1.46,0.263881149181897,0.139684515529592
1.47,0.263783671441065,0.141442562435849
1.48,0.263657248707468,0.143185670299366
1.49,0.263501371372433,0.144913047523308
1.5,0.263315529827288,0.146623902510843
1.51,0.263098968109749,0.148317371492192
1.52,0.26284994484309,0.149992302005792
1.53,0.262566472296973,0.151647469417137
1.54,0.262246562741062,0.153281649091717
1.55,0.261888228445017,0.154893616395026
1.56,0.261489481678503,0.156482146692556
1.57,0.261048334711181,0.158046015349799
1.58,0.260562799812713,0.159583997732248
1.59,0.260030889252764,0.161094869205395
1.6,0.259450615300994,0.162577405134731
1.61,0.258820150517885,0.164030266917445
1.62,0.258138308627197,0.165451660077496
1.63,0.257404063643507,0.166839676170539
1.64,0.256616389581393,0.168192406752231
1.65,0.255774260455431,0.169507943378226
1.66,0.254876650280201,0.170784377604178
1.67,0.25392253307028,0.172019800985744
1.68,0.252910882840245,0.173212305078578
1.69,0.251840673604674,0.174359981438336
1.7,0.250710879378146,0.175460921620672
1.71,0.24952087275123,0.176513489899302
1.72,0.248271620618469,0.177517141420181
1.73,0.246964488450399,0.178471604047326
1.74,0.245600841717555,0.179376605644753
1.75,0.244182045890473,0.180231874076479
1.76,0.242709466439689,0.181037137206518
1.77,0.241184468835737,0.181792122898887
1.78,0.239608418549154,0.182496559017603
1.79,0.237982681050476,0.183150173426682
1.8,0.236308621810236,0.183752693990139
1.81,0.234587732326354,0.184304315348892
1.82,0.232822008206272,0.184807099251464
1.83,0.231013571084817,0.185263574223277
1.84,0.229164542596813,0.185676268789755
1.85,0.227277044377087,0.186047711476322
1.86,0.225353198060463,0.186380430808402
1.87,0.223395125281767,0.186676955311417
1.88,0.221404947675825,0.186939813510791
1.89,0.219384786877463,0.187171533931948
1.9,0.217336764521505,0.187374645100311
1.91,0.215262954036619,0.187551599077455
1.92,0.213165236026841,0.187704542069554
1.93,0.211045442890047,0.187835543818937
1.94,0.208905407024115,0.187946674067929
1.95,0.206746960826923,0.188040002558857
1.96,0.204571936696346,0.188117599034048
1.97,0.202382167030263,0.188181533235828
1.98,0.200179484226551,0.188233874906524
1.99,0.197965720683087,0.188276693788463
2,0.195742708797749,0.18831205962397
2.01,0.193512279835101,0.188341641768657
2.02,0.191276260526468,0.188365508031265
2.03,0.189036476469859,0.188383325833818
2.04,0.186794753263287,0.188394762598343
2.05,0.184552916504762,0.188399485746864
2.06,0.182312791792296,0.188397162701406
2.07,0.1800762047239,0.188387460883995
2.08,0.177844980897586,0.188370047716655
2.09,0.175620945911365,0.188344590621412
2.1,0.173405925363247,0.188310757020291
2.11,0.171201778291237,0.188267881349721
2.12,0.169010497493303,0.188213966103748
2.13,0.166834109207408,0.188146680790824
2.14,0.164674639671513,0.188063694919399
2.15,0.162534115123579,0.187962677997923
2.16,0.160414561801568,0.187841299534848
2.17,0.158318005943442,0.187697229038623
2.18,0.156246473787161,0.187528136017701
2.19,0.154201991570688,0.187331689980531
2.2,0.152186585531984,0.187105560435564
2.21,0.150202324956215,0.186847470178922
2.22,0.148251451317367,0.186555355157407
2.23,0.146336249136632,0.186227204605493
2.24,0.1444590029352,0.185861007757654
2.25,0.142621997234261,0.185454753848363
2.26,0.140827516555008,0.185006432112095
2.27,0.139077845418631,0.184514031783322
2.28,0.13737526834632,0.183975542096519
2.29,0.135722069859267,0.183388952286158
2.3,0.134120534478662,0.182752251586715
2.31,0.13257276650436,0.182063932569315
2.32,0.131080149350866,0.181324501151698
2.33,0.129643886211351,0.180534966588257
2.34,0.128265180278982,0.179696338133383
2.35,0.126945234746929,0.178809625041471
2.36,0.125685252808362,0.177875836566911
2.37,0.12448643765645,0.176895981964098
2.38,0.123349992484361,0.175871070487423
2.39,0.122277120485266,0.174802111391278
2.4,0.121269024852333,0.173690113930057
2.41,0.120326511861241,0.172536294553656
2.42,0.119448800117706,0.171342698493982
2.43,0.118634711309953,0.170111578178449
2.44,0.117883067126209,0.168845186034468
2.45,0.1171926892547,0.167545774489452
2.46,0.116562399383649,0.166215595970812
2.47,0.115991019201285,0.16485690290596
2.48,0.115477370395831,0.163471947722309
2.49,0.115020274655513,0.162062982847271
2.5,0.114618553668558,0.160632260708257
2.51,0.11427086059131,0.159181858121843
2.52,0.113975174452592,0.157713149461253
2.53,0.113729305749345,0.156227333488873
2.54,0.113531064978513,0.15472560896709
2.55,0.113378262637037,0.153209174658292
2.56,0.11326870922186,0.151679229324865
2.57,0.113200215229922,0.150136971729196
2.58,0.113170591158167,0.148583600633672
2.59,0.113177647503537,0.14702031480068
2.6,0.113219194762973,0.145448312992607
2.61,0.113293057782553,0.143868714043398
2.62,0.113397118804897,0.142282317073235
2.63,0.113529274421757,0.140689841273858
2.64,0.11368742122489,0.139092005837007
2.65,0.113869455806049,0.137489529954422
2.66,0.114073274756988,0.135883132817843
2.67,0.114296774669462,0.134273533619011
2.68,0.114537852135226,0.132661451549666
2.69,0.114794403746034,0.131047605801547
2.7,0.115064326093639,0.129432715566395
2.71,0.115345479004543,0.12781748317756
2.72,0.115635575244223,0.126202543534831
2.73,0.115932290812905,0.124588514679605
2.74,0.116233301710814,0.12297601465328
2.75,0.116536283938173,0.121365661497255
2.76,0.116838913495209,0.119758073252927
2.77,0.117138866382144,0.118153867961696
2.78,0.117433818599205,0.116553663664958
2.79,0.117721446146615,0.114958078404113
2.8,0.117999425024599,0.113367730220558
2.81,0.118265375192018,0.111783310241817
2.82,0.118516692442275,0.110205801939916
2.83,0.118750716527411,0.108636261873006
2.84,0.118964787199464,0.107075746599238
2.85,0.119156244210474,0.105525312676765
2.86,0.119322427312481,0.103986016663738
2.87,0.119460676257524,0.102458915118308
2.88,0.119568330797644,0.100945064598627
2.89,0.119642730684879,0.0994455216628459
2.9,0.119681215671269,0.0979613428691164
2.91,0.11968119935031,0.0964938270706245
2.92,0.11964039068132,0.0950452423006949
2.93,0.119556572465073,0.0936180988876863
2.94,0.119427527502342,0.0922149071599579
2.95,0.119251038593902,0.0908381774458686
2.96,0.119024888540527,0.0894904200737776
2.97,0.11874686014299,0.0881741453720437
2.98,0.118414736202066,0.0868918636690261
2.99,0.118026299518528,0.0856460852930837
3,0.117579332893151,0.0844393205725756
3.01,0.117072124620846,0.0832741488183862
3.02,0.116504984973078,0.0821534252715026
3.03,0.115878729715447,0.081080074155437
3.04,0.115194174613556,0.0800570196937018
3.05,0.114452135433006,0.0790871861098094
3.06,0.113653427939399,0.0781734976272723
3.07,0.112798867898337,0.0773188784696028
3.08,0.111889271075421,0.0765262528603132
3.09,0.110925453236253,0.0757985450229161
3.1,0.109908230146435,0.0751386791809237
3.11,0.108839051272474,0.0745492598000918
3.12,0.107721900884501,0.0740316123151499
3.13,0.106561396953552,0.0735867424030707
3.14,0.105362157450665,0.0732156557408271
3.15,0.104128800346875,0.0729193580053919
3.16,0.10286594361322,0.0726988548737378
3.17,0.101578205220735,0.0725551520228377
3.18,0.100270203140457,0.0724892551296643
3.19,0.0989465553434231,0.0725021698711905
3.2,0.0976118798006694,0.072594901924389
3.21,0.0962707782083055,0.0727680369516377
3.22,0.0949277871627316,0.0730204805569344
3.23,0.0935874269854211,0.0733507183296818
3.24,0.0922542179978472,0.0737572358592827
3.25,0.0909326805214832,0.0742385187351399
3.26,0.0896273348778023,0.0747930525466562
3.27,0.0883427013882778,0.0754193228832343
3.28,0.087083300374383,0.0761158153342772
3.29,0.0858536521575911,0.0768810154891874
3.3,0.0846582770593753,0.0777134089373679
3.31,0.0835011168293388,0.0786112411271925
3.32,0.0823837989296031,0.0795717969429199
3.33,0.08130737225042,0.0805921211277795
3.34,0.0802728856820409,0.0816692584250012
3.35,0.0792813881147172,0.0828002535778146
3.36,0.0783339284387008,0.0839821513294493
3.37,0.0774315555442428,0.0852119964231351
3.38,0.0765753183215951,0.0864868336021015
3.39,0.0757662656610089,0.0878037076095783
3.4,0.075005446452736,0.0891596631887951
3.41,0.0742935286660437,0.0905518537622775
3.42,0.0736296565862633,0.0919778674697341
3.43,0.0730125935777417,0.0934354011301697
3.44,0.0724411030048261,0.0949221515625887
3.45,0.0719139482318635,0.0964358155859959
3.46,0.0714298926232011,0.0979740900193957
3.47,0.0709876995431859,0.0995346716817929
3.48,0.070586132356165,0.101115257392192
3.49,0.0702239544264855,0.102713543969598
3.5,0.0698999291184944,0.104327228233014
3.51,0.0696127251681192,0.105954234611548
3.52,0.0693606327976082,0.107593397974709
3.53,0.0691418476007901,0.109243780802108
3.54,0.0689545651714936,0.110904445573359
3.55,0.0687969811035474,0.112574454768071
3.56,0.0686672909907801,0.114252870865857
3.57,0.0685636904270205,0.115938756346328
3.58,0.0684843750060972,0.117631173689095
3.59,0.0684275403218388,0.119329185373771
3.6,0.0683913819680741,0.121031853879967
3.61,0.0683740458754989,0.122738263329952
3.62,0.0683734793222777,0.124447584416624
3.63,0.0683875799234422,0.126159009475539
3.64,0.0684142452940239,0.127871730842252
3.65,0.0684513730490546,0.129584940852319
3.66,0.0684968608035658,0.131297831841297
3.67,0.0685486061725893,0.13300959614474
3.68,0.0686045067711567,0.134719426098204
3.69,0.0686624602142997,0.136426514037245
3.7,0.0687203641170498,0.138130052297419
3.71,0.0687761031542807,0.13982923982335
3.72,0.0688275102402341,0.141523301995941
3.73,0.0688724053489935,0.143211470805163
3.74,0.0689086084546425,0.144892978240987
3.75,0.0689339395312646,0.146567056293385
3.76,0.0689462185529436,0.148232936952329
3.77,0.068943265493763,0.149889852207788
3.78,0.0689229003278063,0.151537034049736
3.79,0.0688829430291572,0.153173714468143
3.8,0.0688212135718992,0.15479912545298
3.81,0.0687355800889912,0.156412315494547
3.82,0.0686241033488927,0.158011599084449
3.83,0.0684848922789386,0.159595107214621
3.84,0.0683160558064636,0.161160970876997
3.85,0.0681157028588026,0.16270732106351
3.86,0.0678819423632904,0.164232288766094
3.87,0.0676128832472616,0.165734004976684
3.88,0.0673066344380513,0.167210600687212
3.89,0.0669613048629941,0.168660206889614
3.9,0.0665750034494249,0.170080954575822
3.91,0.0661461279669187,0.171470801950794
3.92,0.0656742315540116,0.17282701607158
3.93,0.0651591561914796,0.174146691208251
3.94,0.0646007438600992,0.175426921630881
3.95,0.0639988365406465,0.176664801609542
3.96,0.0633532762138979,0.177857425414307
3.97,0.0626639048606294,0.179001887315248
3.98,0.0619305644616175,0.180095281582438
3.99,0.0611530969976383,0.18113470248595
4,0.060331344449468,0.182117244295856
4.01,0.059465615396399,0.183040201349163
4.02,0.0585580848117875,0.183901668250611
4.03,0.0576113942675061,0.184699939671875
4.04,0.0566281853354269,0.18543331028463
4.05,0.0556110995874225,0.186100074760549
4.06,0.054562778595365,0.186698527771308
4.07,0.053485863931127,0.18722696398858
4.08,0.0523829971665808,0.187683678084041
4.09,0.0512568198735988,0.188066964729364
4.1,0.0501099736240533,0.188375118596225
4.11,0.0489453134802695,0.188606768323087
4.12,0.0477665484663848,0.18876187841557
4.13,0.0465776010969888,0.188840747346086
4.14,0.0453823938866718,0.188843673587044
4.15,0.0441848493500234,0.188770955610853
4.16,0.042988890001634,0.188622891889926
4.17,0.0417984383560934,0.18839978089667
4.18,0.0406174169279916,0.188101921103498
4.19,0.0394497482319184,0.187729610982818
4.2,0.0382993547824641,0.187283149007041
4.21,0.0371698808449438,0.18676319050151
4.22,0.036063857687574,0.186171818203306
4.23,0.0349835383292964,0.185511471702442
4.24,0.0339311757890528,0.18478459058893
4.25,0.032909023085785,0.183993614452785
4.26,0.0319193332384347,0.183140982884018
4.27,0.0309643592659435,0.182229135472645
4.28,0.0300463541872534,0.181260511808677
4.29,0.0291675710213061,0.180237551482128
4.3,0.0283302627870433,0.179162694083012
4.31,0.0275361967579964,0.178038426370112
4.32,0.0267851972260564,0.176867423777291
4.33,0.0260766027377035,0.175652408907183
4.34,0.0254097518394183,0.174396104362423
4.35,0.0247839830776812,0.173101232745643
4.36,0.0241986349989728,0.171770516659479
4.37,0.0236530461497734,0.170406678706563
4.38,0.0231465550765636,0.169012441489529
4.39,0.0226785003258238,0.167590527611012
4.4,0.0222482204440345,0.166143659673645
4.41,0.0218548433861501,0.164674305251429
4.42,0.021496654741021,0.16318391180383
4.43,0.0211717295059712,0.161673671761684
4.44,0.020878142678325,0.160144777555823
4.45,0.0206139692554067,0.158598421617083
4.46,0.0203772842345405,0.157035796376296
4.47,0.0201661626130505,0.155458094264298
4.48,0.0199786793882611,0.153866507711921
4.49,0.0198129095574964,0.152262229150001
4.5,0.0196669281180806,0.150646451009371
4.51,0.0195388788300937,0.149020237078335
4.52,0.0194271805046385,0.147384136575079
4.53,0.0193303207155737,0.145738570075259
4.54,0.0192467870367578,0.144083958154533
4.55,0.0191750670420493,0.142420721388554
4.56,0.0191136483053068,0.140749280352981
4.57,0.0190610184003889,0.139070055623469
4.58,0.0190156649011542,0.137383467775674
4.59,0.0189760753814613,0.135689937385252
4.6,0.0189407374151687,0.133989885027859
4.61,0.0189082504933684,0.132283695674061
4.62,0.0188776617760862,0.130571611874055
4.63,0.0188481303405813,0.128853840572946
4.64,0.0188188152641129,0.127130588715842
4.65,0.0187888756239402,0.125402063247847
4.66,0.0187574704973224,0.123668471114069
4.67,0.0187237589615187,0.121930019259614
4.68,0.0186869000937883,0.120186914629587
4.69,0.0186460529713905,0.118439364169094
4.7,0.0186003766715843,0.116687574823243
4.71,0.01854916615942,0.114931726768579
4.72,0.0184922599511113,0.113171893107417
4.73,0.0184296324506629,0.11140812017351
4.74,0.0183612580620795,0.109640454300612
4.75,0.0182871111893658,0.107868941822478
4.76,0.0182071662365265,0.106093629072861
4.77,0.0181213976075664,0.104314562385515
4.78,0.01802977970649,0.102531788094195
4.79,0.0179322869373022,0.100745352532654
4.8,0.0178288937040075,0.0989553020346475
4.81,0.017719728951029,0.0971617290149418
4.82,0.017605539784463,0.0953649102123587
4.83,0.0174872278508238,0.0935651684467323
4.84,0.0173656947966261,0.0917628265378974
4.85,0.0172418422683843,0.0899582073056881
4.86,0.0171165719126129,0.0881516335699394
4.87,0.0169907853758264,0.0863434281504856
4.88,0.0168653843045394,0.0845339138671612
4.89,0.0167412703452663,0.0827234135398008
4.9,0.0166193451445217,0.0809122499882386
4.91,0.0165006237010718,0.0791008444478523
4.92,0.0163865744226906,0.0772900118161902
4.93,0.0162787790694036,0.0754806654063435
4.94,0.0161788194012365,0.0736737185314032
4.95,0.0160882771782149,0.071870084504461
4.96,0.0160087341603646,0.0700706766386078
4.97,0.0159417721077111,0.0682764082469349
4.98,0.0158889727802801,0.0664881926425334
4.99,0.0158519179380972,0.0647069431384948
5,0.0158321893411882,0.0629335730479102
5.01,0.0158314294119613,0.0611690759971533
5.02,0.0158515232223559,0.0594147668657284
5.03,0.015894416506694,0.057672040846422
5.04,0.0159620549992977,0.0559422931320212
5.05,0.0160563844344889,0.0542269189153127
5.06,0.0161793505465898,0.0525273133890832
5.07,0.0163328990699223,0.0508448717461192
5.08,0.0165189757388085,0.0491809891792079
5.09,0.0167395262875704,0.0475370608811358
5.1,0.01699649645053,0.0459144820446898
5.11,0.0172917496138044,0.0443147142995129
5.12,0.0176268197706898,0.042739485022675
5.13,0.0180031585662775,0.041190588028102
5.14,0.018422217645659,0.03966981712972
5.15,0.0188854486539255,0.038178966141455
5.16,0.0193943032361684,0.0367198288772329
5.17,0.0199502330374789,0.0352941991509801
5.18,0.0205546897029483,0.0339038707766225
5.19,0.0212091248776679,0.0325506375680861
5.2,0.0219149902067291,0.0312362933392969
5.21,0.0226734514547309,0.0299625331994133
5.22,0.0234845308643029,0.0287306574385218
5.23,0.0243479647975827,0.0275418676419411
5.24,0.0252634896167077,0.0263973653949899
5.25,0.0262308416838152,0.0252983522829869
5.26,0.0272497573610428,0.0242460298912509
5.27,0.0283199730105279,0.0232415998051005
5.28,0.0294412249944079,0.0222862636098544
5.29,0.0306132496748202,0.0213812228908315
5.3,0.0318357834139023,0.0205276792333503
5.31,0.033108354689499,0.0197264579289073
5.32,0.0344296604422846,0.0189768790937093
5.33,0.0357981897286406,0.0182778865501411
5.34,0.0372124316049485,0.0176284241205871
5.35,0.03867087512759,0.017027435627432
5.36,0.0401720093529469,0.0164738648930603
5.37,0.0417143233374005,0.0159666557398566
5.38,0.0432963061373324,0.0155047519902055
5.39,0.0449164468091243,0.0150870974664916
5.4,0.0465732344091579,0.0147126359910995
5.41,0.0482651772614577,0.0143801031273599
5.42,0.0499908607606197,0.014087401402389
5.43,0.0517488895688831,0.0138322250842489
5.44,0.0535378683484872,0.0136122684410017
5.45,0.0553564017616711,0.0134252257407097
5.46,0.0572030944706738,0.0132687912514352
5.47,0.0590765511377346,0.0131406592412402
5.48,0.0609753764250924,0.0130385239781871
5.49,0.0628981749949868,0.012960079730338
5.5,0.0648435515096564,0.0129030207657552
5.51,0.0668101827963741,0.0128651624662695
5.52,0.0687970343425466,0.0128448046687862
5.53,0.0708031438006141,0.0128403683239795
5.54,0.0728275488230165,0.0128502743825235
5.55,0.0748692870621942,0.012872943795092
5.56,0.0769273961705873,0.0129067975123593
5.57,0.0790009138006361,0.0129502564849994
5.58,0.0810888776047805,0.0130017416636863
5.59,0.0831903252354607,0.013059673999094
5.6,0.085304294345117,0.0131224744418967
5.61,0.0874298832469362,0.0131887091779339
5.62,0.0895664328970906,0.0132575253337077
5.63,0.0917133449124993,0.0133282152708856
5.64,0.0938700209100815,0.0134000713511353
5.65,0.0960358625067563,0.0134723859361243
5.66,0.098210271319443,0.0135444513875203
5.67,0.10039264896506,0.0136155600669907
5.68,0.102582397060527,0.0136850043362032
5.69,0.104778917222763,0.0137520765568255
5.7,0.106981611068688,0.013816069090525
5.71,0.109189920435706,0.0138763706267993
5.72,0.111403448043173,0.0139327551664662
5.73,0.113621836830929,0.0139850930381732
5.74,0.115844729738816,0.014033254570568
5.75,0.118071769706676,0.0140771100922981
5.76,0.120302599674348,0.0141165299320113
5.77,0.122536862581675,0.0141513844183551
5.78,0.124774201368498,0.0141815438799772
5.79,0.127014258974658,0.0142068786455251
5.8,0.129256678339996,0.0142272590436467
5.81,0.131501085404223,0.0142425994727045
5.82,0.133747038106523,0.0142529906099225
5.83,0.135994077385952,0.0142585672022393
5.84,0.138241744181562,0.014259463996594
5.85,0.14048957943241,0.0142558157399254
5.86,0.142737124077549,0.0142477571791723
